customer_id,gender,age,education_level,marital_status,dependents,income,credit_limit,tenure_months,relationship_duration_years,avg_monthly_spend,monthly_balance,credit_utilization,transaction_count,cash_advance_count,card_category,late_payment_count,missed_payment_flag,last_payment_amount,online_services_used,reward_points,risk_score,churn
CUST02676,Male,50,Bachelor,Married,4,66026.0,21500.0,215,16.9,841.0,10830.0,0.5037,32,1,Gold,2,0,7792.0,7,75147.0,303.0,0
CUST02677,Male,42,High School,Married,1,34765.0,6100.0,46,3.5,311.0,892.0,0.1462,36,1,Standard,0,0,879.0,5,6023.0,331.9,1
CUST02678,Male,39,High School,Single,0,36777.0,5800.0,43,3.2,568.0,1033.0,0.1781,37,1,Standard,1,0,709.0,4,10067.0,310.5,0
CUST02679,Male,49,Associate,Married,0,47912.0,12800.0,6,0.5,201.0,2298.0,0.1795,36,0,Business,2,0,265.0,5,485.0,300.0,0
CUST02680,Male,41,High School,Divorced,1,39131.0,11900.0,12,0.9,728.0,3819.0,0.3209,40,0,Business,2,0,1391.0,1,3761.0,300.0,0
CUST02681,Male,31,High School,Married,0,37631.0,11500.0,31,2.4,574.0,4256.0,0.3701,32,0,Business,1,0,759.0,8,7359.0,331.9,0
CUST02682,Female,75,Associate,Widowed,1,44274.0,8700.0,43,2.2,880.0,1353.0,0.1555,32,0,Standard,1,0,1014.0,5,15822.0,300.0,0
CUST02683,Male,39,High School,Single,1,38841.0,11200.0,8,0.6,688.0,4056.0,0.3621,31,1,Business,0,0,2601.0,5,2253.0,318.1,0
CUST02684,Male,18,High School,Single,0,39925.0,9900.0,59,0.5,209.0,1056.0,0.1067,41,3,Standard,5,1,368.0,9,5039.0,322.0,0
CUST02685,Male,34,Master,Married,0,85930.0,23900.0,75,5.5,1708.0,7483.0,0.3131,30,1,Gold,0,0,3244.0,4,53063.0,300.0,0
CUST02686,Male,29,Associate,Married,0,40200.0,10700.0,68,2.9,415.0,4782.0,0.4469,41,3,Business,1,0,2031.0,8,11689.0,300.9,0
CUST02687,Male,54,Associate,Married,1,54514.0,8300.0,27,1.8,671.0,1999.0,0.2408,43,1,Business,0,0,949.0,5,7571.0,309.6,0
CUST02688,Male,48,Doctorate,Married,1,138494.0,27600.0,14,0.7,514.0,8402.0,0.3044,35,0,Gold,4,1,10062.0,2,2968.0,328.0,0
CUST02689,Male,49,High School,Married,1,33236.0,9400.0,66,4.9,234.0,3337.0,0.355,39,0,Standard,1,0,2220.0,8,6409.0,308.5,0
CUST02690,Male,40,Bachelor,Married,5,58928.0,16700.0,48,3.5,490.0,5203.0,0.3116,41,2,Business,0,0,2860.0,3,9942.0,300.0,0
CUST02691,Female,41,Doctorate,Divorced,1,161626.0,24300.0,6,0.5,3007.0,10648.0,0.4382,34,1,Platinum,2,0,8180.0,5,7489.0,300.0,1
CUST02692,Female,40,High School,Married,1,25000.0,5500.0,25,1.4,300.0,952.0,0.1731,28,1,Standard,1,0,396.0,4,3076.0,316.9,0
CUST02693,Male,44,Master,Single,0,75220.0,23000.0,62,4.9,736.0,9531.0,0.4144,30,1,Gold,3,0,2087.0,4,18822.0,318.8,0
CUST02694,Male,55,Bachelor,Married,0,69648.0,20200.0,30,1.9,1496.0,5290.0,0.2619,31,1,Gold,1,0,5034.0,1,18706.0,315.0,1
CUST02695,Female,49,High School,Married,0,32041.0,7900.0,11,0.7,232.0,2192.0,0.2775,38,1,Standard,3,0,398.0,5,1054.0,334.0,0
CUST02696,Male,51,Bachelor,Divorced,1,64975.0,10900.0,6,0.5,788.0,4437.0,0.4071,31,3,Business,0,0,872.0,2,1990.0,314.1,0
CUST02697,Female,50,High School,Married,2,38174.0,7400.0,9,0.5,293.0,1988.0,0.2686,37,1,Standard,0,0,1688.0,0,1080.0,312.4,0
CUST02698,Male,55,Bachelor,Married,0,73670.0,19200.0,34,1.5,529.0,4740.0,0.2469,32,0,Gold,4,1,3323.0,4,7446.0,335.2,1
CUST02699,Female,48,High School,Married,0,38966.0,11200.0,10,0.5,788.0,1570.0,0.1402,38,3,Business,4,1,827.0,5,3253.0,356.4,0
CUST02700,Female,49,Associate,Married,0,51843.0,13100.0,6,0.5,713.0,5107.0,0.3898,38,0,Business,0,0,1570.0,5,1845.0,314.3,0
CUST02701,Female,59,High School,Married,1,31739.0,6600.0,6,0.5,100.0,2757.0,0.4177,32,0,Standard,2,0,1660.0,2,244.0,346.0,1
CUST02702,Female,37,Bachelor,Married,0,55102.0,13500.0,17,1.4,300.0,3833.0,0.2839,37,1,Business,2,0,2075.0,7,2226.0,300.0,0
CUST02703,Male,34,High School,Married,0,33649.0,4200.0,22,1.3,677.0,2190.0,0.5214,29,0,Standard,3,0,237.0,2,6226.0,358.0,0
CUST02704,Male,30,High School,Single,0,36113.0,10000.0,51,3.0,135.0,4303.0,0.4303,27,1,Standard,0,0,3761.0,5,2929.0,326.8,0
CUST02705,Female,47,Master,Married,0,82732.0,24900.0,28,1.9,1685.0,2671.0,0.1073,34,1,Gold,3,0,1336.0,5,19713.0,341.7,0
CUST02706,Female,22,Associate,Single,0,56345.0,7600.0,54,3.7,372.0,755.0,0.0993,40,1,Business,0,0,784.0,5,8482.0,309.3,0
CUST02707,Male,50,Bachelor,Married,1,60062.0,12500.0,6,0.5,1329.0,1524.0,0.1219,24,0,Business,0,0,422.0,4,3305.0,300.0,0
CUST02708,Male,43,High School,Divorced,0,36630.0,11100.0,15,0.8,548.0,4654.0,0.4193,30,0,Business,0,0,3155.0,4,3483.0,304.8,0
CUST02709,Male,58,Master,Single,0,78738.0,19600.0,26,1.9,1742.0,1967.0,0.1004,40,1,Gold,2,0,2097.0,0,19030.0,300.0,0
CUST02710,Male,36,Associate,Married,2,47287.0,10700.0,6,0.5,606.0,2010.0,0.1879,38,1,Business,3,0,2343.0,5,1563.0,348.4,0
CUST02711,Female,42,Bachelor,Married,0,67674.0,9700.0,116,9.0,1229.0,5549.0,0.5721,28,2,Business,3,0,2020.0,5,59826.0,330.7,0
CUST02712,Male,58,Bachelor,Single,1,66593.0,18600.0,92,6.6,531.0,3847.0,0.2068,27,0,Business,2,0,2455.0,3,20385.0,300.0,0
CUST02713,Male,61,High School,Married,4,34377.0,9200.0,39,3.1,193.0,3376.0,0.367,47,1,Standard,1,0,3195.0,1,3114.0,334.0,1
CUST02714,Male,36,Master,Married,1,82281.0,20400.0,8,0.6,378.0,2594.0,0.1272,30,1,Gold,0,0,362.0,6,1273.0,322.7,0
CUST02715,Male,47,High School,Married,2,37613.0,5200.0,6,0.5,344.0,194.0,0.0373,35,0,Standard,1,0,186.0,7,862.0,313.3,0
CUST02716,Male,48,Associate,Married,2,44710.0,11600.0,78,6.2,457.0,4253.0,0.3666,39,3,Business,3,0,1670.0,9,14831.0,322.2,0
CUST02717,Female,49,Associate,Married,1,43816.0,5900.0,12,0.9,390.0,3168.0,0.5369,35,2,Standard,0,0,1369.0,8,1976.0,300.0,0
CUST02718,Female,41,High School,Divorced,3,30968.0,9200.0,17,1.0,673.0,3798.0,0.4128,29,1,Standard,1,0,2974.0,6,4723.0,310.0,0
CUST02719,Female,60,Associate,Divorced,1,40688.0,12500.0,18,1.3,215.0,5587.0,0.447,28,1,Business,2,0,1198.0,0,1638.0,309.1,0
CUST02720,Male,22,High School,Single,0,41369.0,9700.0,8,0.5,270.0,1845.0,0.1902,24,2,Business,1,0,2112.0,5,885.0,313.9,1
CUST02721,Female,39,Master,Single,1,91691.0,27700.0,46,2.9,603.0,6432.0,0.2322,30,1,Gold,1,0,7653.0,4,11581.0,300.0,0
CUST02722,Female,50,High School,Married,0,34113.0,7100.0,30,1.3,585.0,2416.0,0.3403,39,0,Standard,3,0,2367.0,3,7313.0,366.8,0
CUST02723,Female,50,Bachelor,Married,0,61992.0,11500.0,79,4.6,982.0,2954.0,0.2569,33,0,Business,0,0,3502.0,3,32428.0,300.0,0
CUST02724,Male,61,High School,Married,3,38819.0,8800.0,8,0.5,235.0,876.0,0.0995,34,2,Standard,3,0,301.0,3,767.0,361.2,0
CUST02725,Male,59,Associate,Married,1,40230.0,9700.0,14,0.9,121.0,5916.0,0.6099,38,3,Standard,0,0,1709.0,2,705.0,316.3,0
CUST02726,Male,41,Associate,Divorced,1,50445.0,14400.0,24,1.4,166.0,2261.0,0.157,34,1,Business,2,0,2445.0,4,1717.0,300.0,0
CUST02727,Male,60,High School,Divorced,0,31542.0,7900.0,23,1.0,232.0,1283.0,0.1624,40,0,Standard,1,0,787.0,1,2160.0,336.9,0
CUST02728,Male,36,Doctorate,Married,0,132250.0,40100.0,143,9.8,2330.0,9184.0,0.229,35,0,Platinum,1,0,5073.0,6,100000.0,312.3,0
CUST02729,Male,56,Associate,Married,0,52448.0,16800.0,32,1.4,1072.0,4253.0,0.2532,29,1,Business,3,0,2791.0,3,14352.0,316.3,0
CUST02730,Male,66,High School,Divorced,1,25530.0,6000.0,19,1.0,525.0,745.0,0.1242,47,1,Standard,6,1,627.0,3,4105.0,341.8,0
CUST02731,Female,59,Associate,Married,1,46738.0,12800.0,12,0.9,521.0,545.0,0.0426,39,0,Business,0,0,197.0,2,2619.0,303.6,0
CUST02732,Male,46,High School,Divorced,2,37840.0,8500.0,31,1.9,716.0,5257.0,0.6185,33,0,Standard,2,0,3998.0,5,9337.0,325.9,0
CUST02733,Male,41,High School,Divorced,5,25000.0,7800.0,28,2.3,422.0,2266.0,0.2905,29,0,Standard,2,0,239.0,8,4960.0,300.0,0
CUST02734,Female,26,Associate,Married,0,59875.0,7900.0,25,1.8,236.0,4002.0,0.5066,35,1,Business,4,1,4792.0,3,2447.0,345.7,0
CUST02735,Female,48,Doctorate,Married,3,113304.0,31100.0,103,6.0,2371.0,4568.0,0.1469,29,1,Gold,3,0,2298.0,4,100000.0,326.8,0
CUST02736,Female,31,High School,Married,0,36684.0,8400.0,25,1.2,490.0,915.0,0.1089,34,1,Standard,2,0,712.0,4,5127.0,329.4,0
CUST02737,Female,35,Bachelor,Married,0,58623.0,8100.0,9,0.5,689.0,2340.0,0.2889,40,1,Business,0,0,1414.0,5,2593.0,300.0,0
CUST02738,Female,30,Master,Single,3,90504.0,25400.0,6,0.5,1288.0,13416.0,0.5282,42,1,Gold,1,0,15028.0,10,3187.0,300.0,0
CUST02739,Female,39,Associate,Single,0,48773.0,10100.0,86,6.1,295.0,5105.0,0.5054,40,1,Business,3,0,2731.0,1,10366.0,321.8,1
CUST02740,Male,44,Bachelor,Single,3,57398.0,13500.0,220,10.1,327.0,520.0,0.0385,41,0,Business,0,0,95.0,3,30109.0,300.0,0
CUST02741,Male,48,Associate,Married,1,44120.0,12100.0,32,2.6,495.0,4487.0,0.3708,28,1,Business,0,0,3723.0,5,6557.0,326.8,0
CUST02742,Male,37,Bachelor,Married,0,69760.0,12400.0,46,2.7,975.0,2671.0,0.2154,35,0,Business,0,0,1436.0,5,18738.0,300.0,0
CUST02743,Male,57,High School,Single,1,39870.0,7400.0,19,0.8,145.0,862.0,0.1165,32,3,Standard,1,0,293.0,4,1138.0,327.7,0
CUST02744,Male,42,Associate,Married,3,41608.0,8300.0,71,5.4,175.0,5495.0,0.662,33,0,Standard,0,0,5451.0,4,5012.0,306.0,0
CUST02745,Female,35,Associate,Married,2,42509.0,11900.0,15,0.8,906.0,7100.0,0.5966,41,0,Business,0,0,6714.0,4,5642.0,300.0,0
CUST02746,Female,47,Associate,Married,1,40126.0,13200.0,6,0.5,387.0,378.0,0.0286,35,0,Business,2,0,348.0,1,984.0,310.7,0
CUST02747,Female,68,High School,Divorced,1,25656.0,5100.0,6,0.5,120.0,682.0,0.1337,36,0,Standard,3,0,743.0,2,310.0,332.8,0
CUST02748,Male,49,High School,Married,0,26014.0,6600.0,62,2.7,142.0,2330.0,0.353,33,1,Standard,1,0,1563.0,3,3672.0,357.0,0
CUST02749,Female,40,High School,Married,0,39932.0,7700.0,19,0.8,416.0,5101.0,0.6625,32,0,Standard,1,0,5449.0,6,3313.0,331.6,0
CUST02750,Female,26,Associate,Married,1,41104.0,12600.0,123,4.6,799.0,3050.0,0.2421,37,1,Business,1,0,2641.0,4,40755.0,300.0,0
CUST02751,Male,42,High School,Married,2,47912.0,8400.0,19,1.0,248.0,1290.0,0.1536,36,1,Standard,3,0,828.0,8,1945.0,357.8,0
CUST02752,Female,47,Bachelor,Married,1,63816.0,10500.0,105,6.7,1097.0,759.0,0.0723,31,2,Business,1,0,614.0,6,47986.0,300.0,0
CUST02753,Male,40,Bachelor,Married,1,57533.0,15000.0,22,1.8,479.0,210.0,0.014,42,1,Business,1,0,164.0,7,4441.0,300.0,0
CUST02754,Male,25,High School,Single,0,36687.0,11500.0,46,3.0,419.0,932.0,0.081,37,1,Business,0,0,1487.0,6,7987.0,300.0,0
CUST02755,Female,34,Associate,Married,2,53173.0,11900.0,12,0.9,395.0,2154.0,0.181,40,1,Business,4,1,2384.0,8,1914.0,314.3,0
CUST02756,Male,62,Associate,Married,1,44570.0,8700.0,28,1.4,765.0,3774.0,0.4338,28,2,Standard,3,0,1523.0,2,8747.0,319.2,0
CUST02757,Male,62,High School,Married,0,26240.0,8200.0,14,1.1,479.0,3500.0,0.4268,32,1,Standard,3,0,3079.0,3,2835.0,328.5,0
CUST02758,Female,34,Associate,Married,0,54696.0,9800.0,40,2.9,640.0,579.0,0.0591,37,1,Business,3,0,162.0,5,10639.0,337.6,0
CUST02759,Female,53,Master,Married,1,94461.0,15900.0,9,0.7,1589.0,1044.0,0.0657,31,1,Gold,2,0,124.0,4,5840.0,314.8,0
CUST02760,Male,30,Master,Single,0,86233.0,26600.0,15,1.2,768.0,2974.0,0.1118,26,0,Gold,2,0,2441.0,10,4820.0,318.7,0
CUST02761,Male,61,Associate,Married,0,51090.0,13100.0,36,2.8,597.0,2020.0,0.1542,31,1,Business,0,0,2095.0,2,8773.0,310.5,0
CUST02762,Male,47,Associate,Married,1,41176.0,6700.0,13,0.6,824.0,1405.0,0.2097,40,1,Standard,1,0,1548.0,6,4609.0,319.9,0
CUST02763,Female,56,Associate,Married,2,49119.0,12700.0,11,0.8,169.0,6095.0,0.4799,33,1,Business,0,0,3536.0,1,736.0,300.0,0
CUST02764,Male,24,Associate,Married,0,43629.0,13400.0,17,0.9,508.0,2485.0,0.1854,31,0,Business,2,0,2528.0,5,3612.0,300.0,0
CUST02765,Male,53,Associate,Married,0,41739.0,6000.0,34,1.8,150.0,918.0,0.153,43,4,Standard,0,0,141.0,1,2084.0,319.4,1
CUST02766,Female,44,Doctorate,Single,0,134110.0,23900.0,14,0.8,1495.0,13728.0,0.5744,33,0,Gold,1,0,4344.0,2,8762.0,308.7,0
CUST02767,Female,55,Associate,Married,0,41838.0,10500.0,20,1.6,541.0,4681.0,0.4458,32,1,Business,2,0,2296.0,2,4504.0,300.0,0
CUST02768,Male,55,Bachelor,Married,0,71887.0,10700.0,6,0.5,1266.0,3752.0,0.3507,37,1,Business,1,0,1611.0,0,3218.0,300.0,0
CUST02769,Male,45,Associate,Married,0,46732.0,14700.0,43,3.4,403.0,180.0,0.0122,37,0,Business,2,0,20.0,4,7087.0,300.0,0
CUST02770,Female,37,Associate,Married,0,41620.0,10300.0,60,4.6,755.0,1360.0,0.132,35,2,Business,1,0,336.0,3,19268.0,305.0,0
CUST02771,Male,54,High School,Married,3,32925.0,8100.0,63,3.4,121.0,2173.0,0.2683,33,0,Standard,1,0,2167.0,5,3139.0,331.3,0
CUST02772,Male,44,Master,Single,2,99006.0,13500.0,28,1.6,700.0,6028.0,0.4465,39,2,Gold,3,0,2167.0,5,8269.0,334.4,0
CUST02773,Female,34,Associate,Married,0,54806.0,11700.0,19,0.8,800.0,5794.0,0.4952,38,1,Business,3,0,3256.0,7,6441.0,325.2,0
CUST02774,Male,33,Associate,Single,4,52850.0,8800.0,7,0.5,140.0,404.0,0.0459,28,1,Business,0,0,456.0,3,412.0,300.0,0
CUST02775,Female,27,Bachelor,Married,2,66740.0,19600.0,38,1.9,1022.0,5371.0,0.274,35,1,Business,1,0,880.0,3,16092.0,317.2,0
CUST02776,Male,38,Associate,Married,0,52097.0,10200.0,30,1.6,879.0,5995.0,0.5877,31,0,Business,0,0,5083.0,5,11086.0,310.9,0
CUST02777,Male,58,High School,Single,1,29174.0,6100.0,20,1.2,564.0,2354.0,0.3859,29,4,Standard,2,0,655.0,4,4602.0,366.4,0
CUST02778,Male,47,High School,Married,0,33248.0,8600.0,34,2.0,591.0,5565.0,0.6471,42,1,Standard,0,0,1271.0,0,8466.0,303.4,0
CUST02779,Male,38,Associate,Married,0,47847.0,13100.0,111,8.3,1014.0,5244.0,0.4003,38,2,Business,0,0,3268.0,8,47167.0,300.0,0
CUST02780,Male,54,High School,Married,0,25000.0,7200.0,6,0.5,328.0,1548.0,0.215,29,3,Standard,4,1,1700.0,2,817.0,357.9,1
CUST02781,Male,35,Bachelor,Married,0,69121.0,11200.0,120,5.3,1200.0,5120.0,0.4571,28,0,Business,1,0,3299.0,8,59877.0,300.0,0
CUST02782,Female,46,Associate,Divorced,0,40474.0,7300.0,30,2.0,758.0,1894.0,0.2595,38,0,Standard,0,0,1193.0,6,9532.0,300.0,0
CUST02783,Female,42,Associate,Married,0,46603.0,6700.0,64,3.5,708.0,1865.0,0.2784,44,0,Standard,0,0,568.0,5,18667.0,300.0,0
CUST02784,Female,54,High School,Married,0,33104.0,10000.0,182,10.2,699.0,5529.0,0.5529,34,0,Standard,2,0,6582.0,1,53029.0,332.2,0
CUST02785,Female,26,Associate,Married,1,57139.0,10900.0,94,4.7,684.0,4245.0,0.3894,39,0,Business,1,0,3183.0,6,27046.0,301.9,0
CUST02786,Male,34,Associate,Married,0,41671.0,6300.0,18,0.8,292.0,2327.0,0.3694,45,2,Standard,3,0,2602.0,7,2146.0,322.6,0
CUST02787,Female,25,High School,Single,1,38724.0,7400.0,22,1.2,302.0,1358.0,0.1835,35,3,Standard,1,0,721.0,8,2752.0,317.0,0
CUST02788,Male,41,Master,Divorced,1,86196.0,11800.0,33,2.6,834.0,5980.0,0.5068,29,1,Business,2,0,3765.0,0,11464.0,310.5,0
CUST02789,Female,59,Master,Married,2,82766.0,24800.0,36,2.8,1426.0,11103.0,0.4477,39,0,Gold,1,0,8672.0,0,21428.0,300.0,0
CUST02790,Female,38,Bachelor,Married,0,66164.0,12200.0,9,0.7,902.0,5469.0,0.4483,38,2,Business,0,0,3847.0,7,3430.0,321.0,0
CUST02791,Female,38,Associate,Married,0,42637.0,8400.0,106,4.6,904.0,5563.0,0.6623,40,0,Standard,2,0,3360.0,1,39706.0,321.2,0
CUST02792,Female,55,High School,Married,0,35890.0,11500.0,63,5.0,735.0,978.0,0.085,26,1,Business,0,0,822.0,3,19230.0,315.8,0
CUST02793,Female,57,High School,Single,0,34938.0,5700.0,6,0.5,407.0,1000.0,0.1754,38,0,Standard,2,0,1073.0,1,1025.0,346.7,0
CUST02794,Male,43,High School,Divorced,2,34302.0,5700.0,170,11.7,357.0,551.0,0.0967,42,2,Standard,0,0,282.0,3,25497.0,340.2,0
CUST02795,Male,53,Associate,Married,1,51612.0,12500.0,199,13.4,1131.0,1378.0,0.1102,38,0,Business,3,0,1508.0,2,93871.0,323.5,0
CUST02796,Female,32,High School,Married,0,38722.0,12700.0,15,0.7,470.0,5646.0,0.4446,42,1,Business,0,0,5466.0,8,2943.0,300.0,0
CUST02797,Male,61,Associate,Married,2,48888.0,15300.0,67,3.3,1091.0,5208.0,0.3404,47,0,Business,2,0,3133.0,5,30391.0,300.0,0
CUST02798,Female,70,Doctorate,Married,0,136192.0,33800.0,10,0.5,985.0,5023.0,0.1486,33,1,Platinum,2,0,2610.0,1,4007.0,300.0,0
CUST02799,Female,51,Bachelor,Divorced,3,61966.0,18200.0,6,0.5,1259.0,3978.0,0.2186,33,1,Business,0,0,3562.0,1,3132.0,300.0,0
CUST02800,Male,19,High School,Single,1,46625.0,10600.0,69,0.7,368.0,2612.0,0.2464,39,2,Business,0,0,1624.0,7,10595.0,316.2,0
CUST02801,Female,38,Associate,Married,0,44163.0,9500.0,29,1.8,678.0,1945.0,0.2047,41,3,Business,1,0,2081.0,7,8166.0,306.1,0
CUST02802,Female,52,High School,Single,1,35944.0,7500.0,6,0.5,808.0,1777.0,0.2369,36,2,Standard,1,0,1879.0,2,2050.0,313.0,0
CUST02803,Female,39,Bachelor,Single,0,62385.0,13700.0,64,4.2,871.0,1722.0,0.1257,37,2,Business,3,0,528.0,7,22906.0,332.3,0
CUST02804,Female,60,Doctorate,Divorced,2,137867.0,37500.0,17,0.8,2628.0,17524.0,0.4673,30,2,Platinum,0,0,19919.0,3,18967.0,300.0,0
CUST02805,Female,52,High School,Single,1,34011.0,10100.0,6,0.5,254.0,3401.0,0.3367,30,3,Standard,3,0,1874.0,2,631.0,336.0,0
CUST02806,Female,36,Bachelor,Married,1,60529.0,14800.0,26,2.0,835.0,3109.0,0.2101,43,1,Business,0,0,2509.0,2,8983.0,309.0,0
CUST02807,Female,45,Bachelor,Married,1,74778.0,22900.0,22,1.0,885.0,5470.0,0.2389,34,0,Gold,0,0,4375.0,8,8225.0,300.0,0
CUST02808,Male,34,Associate,Married,1,41779.0,10800.0,58,3.5,417.0,4369.0,0.4045,27,0,Business,2,0,2361.0,5,10073.0,317.8,0
CUST02809,Male,42,Master,Married,0,77659.0,22700.0,23,1.7,290.0,10147.0,0.447,30,1,Gold,1,0,5088.0,3,2825.0,300.0,0
CUST02810,Female,38,Master,Married,2,97337.0,26200.0,39,2.2,1689.0,11243.0,0.4291,37,2,Gold,1,0,11248.0,4,27531.0,311.4,0
CUST02811,Male,59,High School,Married,0,33711.0,9600.0,15,0.9,743.0,2219.0,0.2311,33,1,Standard,3,0,621.0,1,4541.0,343.8,0
CUST02812,Female,70,High School,Married,2,32381.0,4200.0,6,0.5,484.0,1093.0,0.2602,35,2,Standard,0,0,593.0,2,1218.0,319.5,0
CUST02813,Female,27,High School,Married,1,38741.0,11800.0,6,0.5,156.0,1965.0,0.1665,35,2,Business,5,1,233.0,10,357.0,341.6,1
CUST02814,Male,21,High School,Single,0,59672.0,18500.0,13,0.7,944.0,2679.0,0.1448,32,1,Business,3,0,786.0,7,5097.0,307.5,0
CUST02815,Female,42,High School,Married,4,26150.0,7900.0,39,2.5,588.0,3080.0,0.3899,31,0,Standard,0,0,1511.0,3,9347.0,301.7,0
CUST02816,Female,26,Bachelor,Married,1,79722.0,22100.0,6,0.5,1397.0,2284.0,0.1033,32,2,Gold,1,0,1209.0,7,3508.0,300.0,0
CUST02817,Male,45,Master,Married,1,76000.0,22000.0,10,0.5,833.0,4782.0,0.2174,39,1,Gold,2,0,725.0,2,3367.0,300.0,0
CUST02818,Male,53,High School,Married,1,30095.0,4900.0,6,0.5,664.0,295.0,0.0602,48,1,Standard,3,0,144.0,3,1646.0,343.4,0
CUST02819,Male,62,High School,Married,1,28912.0,3900.0,22,1.2,599.0,294.0,0.0754,30,1,Standard,1,0,181.0,4,5573.0,308.7,0
CUST02820,Male,47,Bachelor,Married,0,64085.0,11900.0,49,3.8,1156.0,251.0,0.0211,35,3,Business,0,0,117.0,2,23210.0,300.0,0
CUST02821,Female,42,Associate,Married,0,49968.0,10900.0,28,1.7,1055.0,4991.0,0.4579,27,0,Business,0,0,5797.0,1,12298.0,300.0,0
CUST02822,Male,21,High School,Single,0,25000.0,4500.0,33,2.2,449.0,1521.0,0.338,34,1,Standard,0,0,670.0,9,6142.0,316.0,0
CUST02823,Female,45,Master,Married,0,90468.0,27700.0,105,4.6,1994.0,9078.0,0.3277,26,3,Gold,2,0,9673.0,2,88005.0,315.5,0
CUST02824,Male,45,Bachelor,Married,2,61133.0,19900.0,22,1.1,1080.0,5207.0,0.2617,32,0,Business,0,0,2700.0,4,9666.0,304.0,0
CUST02825,Male,52,Associate,Single,0,54733.0,15600.0,60,4.5,299.0,4213.0,0.2701,36,0,Business,0,0,1279.0,5,7658.0,302.9,0
CUST02826,Female,36,Associate,Married,0,41425.0,9300.0,15,1.1,186.0,3576.0,0.3845,34,0,Standard,1,0,2611.0,8,1149.0,301.7,0
CUST02827,Female,39,Bachelor,Single,3,64868.0,10100.0,34,1.6,482.0,1464.0,0.145,36,0,Business,2,0,610.0,2,6775.0,322.5,0
CUST02828,Male,27,Associate,Married,0,48149.0,14800.0,52,3.9,253.0,5444.0,0.3678,33,1,Business,2,0,4385.0,5,5386.0,313.5,0
CUST02829,Male,18,High School,Single,0,45141.0,13600.0,63,0.5,623.0,4732.0,0.3479,37,2,Business,0,0,5569.0,9,16233.0,317.7,1
CUST02830,Male,31,Associate,Married,0,46860.0,7400.0,9,0.5,736.0,3782.0,0.5111,36,3,Standard,1,0,4190.0,6,2824.0,307.4,0
CUST02831,Male,26,High School,Married,1,35326.0,4800.0,10,0.5,177.0,1694.0,0.3529,43,0,Standard,0,0,190.0,6,752.0,305.2,0
CUST02832,Female,49,High School,Married,0,33947.0,10600.0,17,0.8,100.0,3588.0,0.3385,33,1,Standard,2,0,3237.0,7,718.0,315.9,0
CUST02833,Male,38,Associate,Married,1,40917.0,12100.0,10,0.6,673.0,209.0,0.0173,35,2,Business,1,0,44.0,4,2835.0,300.0,0
CUST02834,Male,38,High School,Married,0,36161.0,11600.0,27,2.1,127.0,3722.0,0.3209,32,0,Business,3,0,2092.0,5,1419.0,377.4,0
CUST02835,Male,33,Associate,Single,1,43772.0,8700.0,59,3.4,741.0,1125.0,0.1293,35,1,Standard,3,0,523.0,9,18462.0,329.5,0
CUST02836,Female,18,High School,Single,0,47600.0,12500.0,6,0.5,186.0,4339.0,0.3471,38,1,Business,2,0,3808.0,5,443.0,300.0,0
CUST02837,Female,63,Master,Married,0,96240.0,29400.0,18,0.9,2095.0,15074.0,0.5127,33,1,Gold,0,0,10526.0,1,15368.0,305.8,0
CUST02838,Male,32,High School,Married,1,36156.0,7100.0,46,2.0,271.0,1671.0,0.2354,42,1,Standard,1,0,952.0,6,5274.0,350.0,0
CUST02839,Female,40,Master,Married,3,90994.0,20400.0,43,2.5,350.0,6605.0,0.3238,26,2,Gold,0,0,7114.0,2,6440.0,300.0,0
CUST02840,Male,27,Bachelor,Married,0,86679.0,20400.0,9,0.5,1295.0,4047.0,0.1984,30,0,Gold,2,0,4341.0,5,4880.0,311.6,0
CUST02841,Male,56,Bachelor,Married,4,71671.0,9400.0,38,1.9,1215.0,1788.0,0.1902,35,2,Business,1,0,1161.0,4,19021.0,300.0,0
CUST02842,Female,46,High School,Divorced,0,36149.0,10800.0,122,6.5,759.0,3910.0,0.362,38,2,Standard,3,0,691.0,8,38507.0,339.2,0
CUST02843,Female,35,High School,Married,0,34653.0,11100.0,35,1.5,659.0,1670.0,0.1505,33,2,Standard,1,0,436.0,6,9634.0,324.2,0
CUST02844,Female,40,Bachelor,Married,0,71972.0,15300.0,14,1.1,585.0,2500.0,0.1634,38,2,Business,4,1,1554.0,4,3338.0,325.1,0
CUST02845,Female,65,Associate,Widowed,0,45497.0,11500.0,26,1.7,296.0,1372.0,0.1193,42,0,Business,0,0,804.0,3,3238.0,307.0,1
CUST02846,Male,44,Associate,Single,2,48434.0,11500.0,14,0.8,417.0,3137.0,0.2728,37,3,Business,4,1,3622.0,4,2522.0,312.7,0
CUST02847,Female,42,Associate,Married,3,40349.0,8000.0,27,1.5,296.0,199.0,0.0249,30,0,Standard,3,0,20.0,0,3381.0,343.7,0
CUST02848,Male,33,Bachelor,Single,0,66805.0,9500.0,66,2.8,1129.0,1634.0,0.172,34,1,Business,3,0,1929.0,10,31119.0,330.7,0
CUST02849,Female,22,High School,Single,0,25000.0,5800.0,6,0.5,412.0,1549.0,0.2671,27,0,Standard,1,0,418.0,9,1079.0,300.0,0
CUST02850,Male,43,High School,Divorced,1,35454.0,6200.0,19,1.4,486.0,956.0,0.1542,36,2,Standard,0,0,278.0,2,3793.0,313.5,0
